Latitude,Longitude,Comment,Depth,G&G-DO
1135.34208N,12229.49487E,12,5.762,6.349
1135.34208N,12229.49487E,12,5.791,6.354
1135.34208N,12229.49487E,12,5.814,6.35
1135.34208N,12229.49487E,12,5.831,6.347
1135.34208N,12229.49487E,12,5.842,6.349
1135.34208N,12229.49487E,12,5.847,6.343
1135.34208N,12229.49487E,12,5.853,6.342
1135.34208N,12229.49487E,12,5.861,6.347
1135.34208N,12229.49487E,12,5.872,6.349
1135.34208N,12229.49487E,12,5.891,6.349
1135.34208N,12229.49487E,12,5.891,6.349
1135.34208N,12229.49487E,12,5.916,6.351
1135.34208N,12229.49487E,12,5.941,6.349
1135.34208N,12229.49487E,12,5.965,6.349
1135.34208N,12229.49487E,12,5.988,6.344
1135.34208N,12229.49487E,12,6.011,6.346
1135.34208N,12229.49487E,12,6.034,6.347
1135.34208N,12229.49487E,12,6.065,6.348
1135.34208N,12229.49487E,12,6.096,6.349
1135.34208N,12229.49487E,12,6.13,6.349
1135.34208N,12229.49487E,12,6.16,6.352
1135.34208N,12229.49487E,12,6.19,6.35
1135.34208N,12229.49487E,12,6.218,6.346
1135.34208N,12229.49487E,12,6.249,6.352
1135.34208N,12229.49487E,12,6.278,6.352
1135.34208N,12229.49487E,12,6.305,6.343
1135.34208N,12229.49487E,12,6.329,6.346
1135.34208N,12229.49487E,12,6.353,6.348
1135.34208N,12229.49487E,12,6.381,6.345
1135.34208N,12229.49487E,12,6.414,6.351
1135.34208N,12229.49487E,12,6.449,6.356
1135.34208N,12229.49487E,12,6.482,6.353
1135.34208N,12229.49487E,12,6.508,6.348
1135.34208N,12229.49487E,12,6.533,6.346
1135.34208N,12229.49487E,12,6.548,6.342
1135.34208N,12229.49487E,12,6.567,6.344
1135.34208N,12229.49487E,12,6.585,6.343
1135.34208N,12229.49487E,12,6.61,6.348
1135.34208N,12229.49487E,12,6.641,6.351
1135.34208N,12229.49487E,12,6.656,6.349
1135.34208N,12229.49487E,12,6.678,6.345
1135.34208N,12229.49487E,12,6.678,6.35
1135.34208N,12229.49487E,12,6.676,6.352
1135.34208N,12229.49487E,12,6.677,6.345
1135.34208N,12229.49487E,12,6.678,6.34
1135.34208N,12229.49487E,12,6.679,6.341
1135.34208N,12229.49487E,12,6.678,6.344
1135.34208N,12229.49487E,12,6.68,6.344
1135.34208N,12229.49487E,12,6.679,6.346
1135.34208N,12229.49487E,12,6.679,6.342
1135.34208N,12229.49487E,12,6.679,6.337
1135.34208N,12229.49487E,12,6.679,6.33
1135.34208N,12229.49487E,12,6.68,6.333
1135.34208N,12229.49487E,12,6.679,6.325
1135.34208N,12229.49487E,12,6.68,6.321
1135.34208N,12229.49487E,12,6.68,6.317
1135.34208N,12229.49487E,12,6.678,6.32
1135.34208N,12229.49487E,12,6.679,6.319
1135.34208N,12229.49487E,12,6.678,6.309
1135.34208N,12229.49487E,12,6.679,6.309
1135.34208N,12229.49487E,12,6.678,6.313
1135.34208N,12229.49487E,12,6.679,6.317
1135.34208N,12229.49487E,12,6.679,6.317
1135.34208N,12229.49487E,12,6.679,6.311
1135.34208N,12229.49487E,12,6.679,6.321
1135.34208N,12229.49487E,12,6.68,6.318
1135.34208N,12229.49487E,12,6.68,6.314
1135.34208N,12229.49487E,12,6.68,6.314
1135.34208N,12229.49487E,12,6.679,6.316
1135.34208N,12229.49487E,12,6.68,6.319
1135.34208N,12229.49487E,12,6.68,6.315
1135.34208N,12229.49487E,12,6.679,6.31
1135.34208N,12229.49487E,12,6.68,6.317
1135.34208N,12229.49487E,12,6.68,6.32
1135.34208N,12229.49487E,12,6.678,6.325
1135.34208N,12229.49487E,12,6.679,6.321
1135.34208N,12229.49487E,12,6.679,6.321
1135.34208N,12229.49487E,12,6.679,6.322
1135.34208N,12229.49487E,12,6.679,6.324
1135.34208N,12229.49487E,12,6.677,6.322
1135.34208N,12229.49487E,12,6.679,6.321
1135.34208N,12229.49487E,12,6.679,6.319
1135.34208N,12229.49487E,12,6.678,6.321
1135.34208N,12229.49487E,12,6.678,6.324
1135.34208N,12229.49487E,12,6.678,6.318
1135.34208N,12229.49487E,12,6.677,6.321
1135.34208N,12229.49487E,12,6.678,6.322
1135.34208N,12229.49487E,12,6.676,6.327
1135.34208N,12229.49487E,12,6.678,6.322
1135.34208N,12229.49487E,12,6.677,6.324
1135.34208N,12229.49487E,12,6.676,6.325
1135.34208N,12229.49487E,12,6.677,6.329
1135.34208N,12229.49487E,12,6.677,6.326
1135.34208N,12229.49487E,12,6.677,6.325
1135.34208N,12229.49487E,12,6.677,6.32
1135.34208N,12229.49487E,12,6.678,6.323
1135.34208N,12229.49487E,12,6.678,6.325
1135.34208N,12229.49487E,12,6.679,6.325
1135.34208N,12229.49487E,12,6.678,6.326
1135.34208N,12229.49487E,12,6.678,6.327
1135.34208N,12229.49487E,12,6.678,6.325
1135.34208N,12229.49487E,12,6.678,6.323
1135.34208N,12229.49487E,12,6.678,6.322
1135.34208N,12229.49487E,12,6.679,6.321
1135.34208N,12229.49487E,12,6.679,6.331
1135.34208N,12229.49487E,12,6.679,6.326
1135.34208N,12229.49487E,12,6.679,6.323
1135.34208N,12229.49487E,12,6.679,6.32
1135.34208N,12229.49487E,12,6.68,6.322
1135.34208N,12229.49487E,12,6.679,6.318
1135.34208N,12229.49487E,12,6.68,6.318
1135.34208N,12229.49487E,12,6.679,6.32
1135.34208N,12229.49487E,12,6.679,6.321
1135.34208N,12229.49487E,12,6.678,6.318
1135.34208N,12229.49487E,12,6.678,6.327
1135.34208N,12229.49487E,12,6.679,6.323
1135.34208N,12229.49487E,12,6.679,6.323
1135.34208N,12229.49487E,12,6.677,6.325
1135.34208N,12229.49487E,12,6.678,6.324
1135.34208N,12229.49487E,12,6.678,6.325
1135.34208N,12229.49487E,12,6.676,6.328
1135.34208N,12229.49487E,12,6.676,6.321
1135.34208N,12229.49487E,12,6.675,6.32
1135.34208N,12229.49487E,12,6.677,6.323
1135.34208N,12229.49487E,12,6.677,6.323
1135.34208N,12229.49487E,12,6.678,6.321
1135.34208N,12229.49487E,12,6.675,6.32
1135.34208N,12229.49487E,12,6.676,6.323
1135.34208N,12229.49487E,12,6.675,6.319
1135.34208N,12229.49487E,12,6.674,6.322
1135.34208N,12229.49487E,12,6.673,6.323
1135.34208N,12229.49487E,12,6.673,6.321
1135.34208N,12229.49487E,12,6.672,6.32
1135.34208N,12229.49487E,12,6.673,6.324
1135.34208N,12229.49487E,12,6.672,6.325
1135.34208N,12229.49487E,12,6.671,6.328
1135.34208N,12229.49487E,12,6.67,6.327
1135.34208N,12229.49487E,12,6.67,6.328
1135.34208N,12229.49487E,12,6.67,6.332
1135.34208N,12229.49487E,12,6.67,6.325
1135.34208N,12229.49487E,12,6.67,6.329
1135.34208N,12229.49487E,12,6.671,6.326
1135.34208N,12229.49487E,12,6.672,6.326
1135.34208N,12229.49487E,12,6.672,6.331
1135.34208N,12229.49487E,12,6.672,6.331
1135.34208N,12229.49487E,12,6.672,6.328
1135.34208N,12229.49487E,12,6.671,6.334
1135.34208N,12229.49487E,12,6.672,6.335
1135.34208N,12229.49487E,12,6.671,6.336
1135.34208N,12229.49487E,12,6.67,6.334
1135.34208N,12229.49487E,12,6.672,6.33
1135.34208N,12229.49487E,12,6.67,6.327
1135.34208N,12229.49487E,12,6.671,6.333
1135.34208N,12229.49487E,12,6.67,6.326
1135.34208N,12229.49487E,12,6.669,6.329
1135.34208N,12229.49487E,12,6.67,6.334
1135.34208N,12229.49487E,12,6.67,6.326
1135.34208N,12229.49487E,12,6.67,6.336
1135.34208N,12229.49487E,12,6.671,6.331
1135.34208N,12229.49487E,12,6.671,6.334
1135.34208N,12229.49487E,12,6.672,6.34
1135.34208N,12229.49487E,12,6.672,6.335
1135.34208N,12229.49487E,12,6.671,6.336
1135.34208N,12229.49487E,12,6.671,6.336
1135.34208N,12229.49487E,12,6.67,6.335
1135.34208N,12229.49487E,12,6.669,6.335
1135.34208N,12229.49487E,12,6.668,6.336
1135.34208N,12229.49487E,12,6.666,6.334
1135.34208N,12229.49487E,12,6.665,6.332
1135.34208N,12229.49487E,12,6.662,6.33
1135.34208N,12229.49487E,12,6.66,6.331
1135.34208N,12229.49487E,12,6.659,6.331
1135.34208N,12229.49487E,12,6.656,6.326
1135.34208N,12229.49487E,12,6.655,6.333
1135.34208N,12229.49487E,12,6.653,6.332
1135.34208N,12229.49487E,12,6.654,6.331
1135.34208N,12229.49487E,12,6.654,6.329
1135.34208N,12229.49487E,12,6.657,6.324
1135.34208N,12229.49487E,12,6.659,6.326
1135.34208N,12229.49487E,12,6.665,6.323
1135.34208N,12229.49487E,12,6.667,6.325
1135.34208N,12229.49487E,12,6.667,6.325
1135.34208N,12229.49487E,12,6.669,6.328
1135.34208N,12229.49487E,12,6.669,6.329
1135.34208N,12229.49487E,12,6.667,6.329
1135.34208N,12229.49487E,12,6.665,6.333
1135.34208N,12229.49487E,12,6.666,6.329
1135.34208N,12229.49487E,12,6.665,6.324
1135.34208N,12229.49487E,12,6.662,6.331
1135.34208N,12229.49487E,12,6.663,6.326
1135.34208N,12229.49487E,12,6.661,6.33
1135.34208N,12229.49487E,12,6.658,6.329
1135.34208N,12229.49487E,12,6.657,6.324
1135.34208N,12229.49487E,12,6.653,6.324
1135.34208N,12229.49487E,12,6.652,6.328
1135.34208N,12229.49487E,12,6.65,6.323
1135.34208N,12229.49487E,12,6.647,6.321
1135.34208N,12229.49487E,12,6.648,6.33
1135.34208N,12229.49487E,12,6.646,6.328
1135.34208N,12229.49487E,12,6.644,6.327
1135.34208N,12229.49487E,12,6.644,6.327
1135.34208N,12229.49487E,12,6.642,6.328
1135.34208N,12229.49487E,12,6.642,6.328
1135.34208N,12229.49487E,12,6.643,6.331
1135.34208N,12229.49487E,12,6.639,6.329
1135.34208N,12229.49487E,12,6.638,6.329
1135.34208N,12229.49487E,12,6.637,6.327
1135.34208N,12229.49487E,12,6.636,6.329
1135.51354N,12229.23124E,13,0.018,7.261
1135.51354N,12229.23124E,13,0.017,7.26
1135.51354N,12229.23124E,13,0.014,7.26
1135.51354N,12229.23124E,13,0.014,7.256
1135.51354N,12229.23124E,13,0.012,7.256
1135.51354N,12229.23124E,13,0.011,7.264
1135.51354N,12229.23124E,13,0.012,7.265
1135.51354N,12229.23124E,13,0.012,7.266
1135.51354N,12229.23124E,13,0.012,7.263
1135.51354N,12229.23124E,13,0.018,7.262
1135.51354N,12229.23124E,13,0.023,7.259
1135.51354N,12229.23124E,13,0.03,7.261
1135.51354N,12229.23124E,13,0.034,7.261
1135.51354N,12229.23124E,13,0.036,7.269
1135.51354N,12229.23124E,13,0.042,7.267
1135.51354N,12229.23124E,13,0.048,7.258
1135.51354N,12229.23124E,13,0.059,7.26
1135.51354N,12229.23124E,13,0.076,7.257
1135.51354N,12229.23124E,13,0.093,7.248
1135.51354N,12229.23124E,13,0.114,7.242
1135.51354N,12229.23124E,13,0.137,7.232
1135.51354N,12229.23124E,13,0.162,7.23
1135.51354N,12229.23124E,13,0.184,7.234
1135.51354N,12229.23124E,13,0.208,7.229
1135.51354N,12229.23124E,13,0.224,7.225
1135.51354N,12229.23124E,13,0.234,7.216
1135.51354N,12229.23124E,13,0.238,7.217
1135.51354N,12229.23124E,13,0.241,7.207
1135.51354N,12229.23124E,13,0.25,7.201
1135.51354N,12229.23124E,13,0.261,7.2
1135.51354N,12229.23124E,13,0.273,7.189
1135.51354N,12229.23124E,13,0.288,7.182
1135.51354N,12229.23124E,13,0.302,7.18
1135.51354N,12229.23124E,13,0.315,7.174
1135.51354N,12229.23124E,13,0.332,7.168
1135.51354N,12229.23124E,13,0.346,7.17
1135.51354N,12229.23124E,13,0.357,7.177
1135.51354N,12229.23124E,13,0.366,7.175
1135.51354N,12229.23124E,13,0.379,7.167
1135.51354N,12229.23124E,13,0.398,7.158
1135.51354N,12229.23124E,13,0.416,7.156
1135.51354N,12229.23124E,13,0.443,7.146
1135.51354N,12229.23124E,13,0.469,7.149
1135.51354N,12229.23124E,13,0.492,7.143
1135.51354N,12229.23124E,13,0.513,7.136
1135.51354N,12229.23124E,13,0.531,7.132
1135.51354N,12229.23124E,13,0.531,7.132
1135.51354N,12229.23124E,13,0.553,7.132
1135.51354N,12229.23124E,13,0.574,7.124
1135.51354N,12229.23124E,13,0.593,7.126
1135.51354N,12229.23124E,13,0.613,7.119
1135.51354N,12229.23124E,13,0.628,7.111
1135.51354N,12229.23124E,13,0.643,7.105
1135.51354N,12229.23124E,13,0.659,7.103
1135.51354N,12229.23124E,13,0.679,7.105
1135.51354N,12229.23124E,13,0.702,7.108
1135.51354N,12229.23124E,13,0.726,7.094
1135.51354N,12229.23124E,13,0.75,7.078
1135.51354N,12229.23124E,13,0.773,7.077
1135.51354N,12229.23124E,13,0.796,7.076
1135.51354N,12229.23124E,13,0.816,7.075
1135.51354N,12229.23124E,13,0.835,7.067
1135.51354N,12229.23124E,13,0.849,7.056
1135.51354N,12229.23124E,13,0.86,7.051
1135.51354N,12229.23124E,13,0.868,7.048
1135.51354N,12229.23124E,13,0.879,7.053
1135.51354N,12229.23124E,13,0.895,7.055
1135.51354N,12229.23124E,13,0.921,7.047
1135.51354N,12229.23124E,13,0.942,7.04
1135.51354N,12229.23124E,13,0.974,7.036
1135.51354N,12229.23124E,13,0.989,7.034
1135.51354N,12229.23124E,13,1.003,7.032
1135.51354N,12229.23124E,13,1.009,7.031
1135.51354N,12229.23124E,13,1.012,7.022
1135.51354N,12229.23124E,13,1.025,7.026
1135.51354N,12229.23124E,13,1.046,7.016
1135.51354N,12229.23124E,13,1.075,7.003
1135.51354N,12229.23124E,13,1.104,6.979
1135.51354N,12229.23124E,13,1.135,6.963
1135.51354N,12229.23124E,13,1.159,6.954
1135.51354N,12229.23124E,13,1.188,6.956
1135.51354N,12229.23124E,13,1.209,6.941
1135.51354N,12229.23124E,13,1.23,6.932
1135.51354N,12229.23124E,13,1.25,6.935
1135.51354N,12229.23124E,13,1.262,6.934
1135.51354N,12229.23124E,13,1.271,6.934
1135.51354N,12229.23124E,13,1.281,6.927
1135.51354N,12229.23124E,13,1.292,6.912
1135.51354N,12229.23124E,13,1.308,6.911
1135.51354N,12229.23124E,13,1.326,6.909
1135.51354N,12229.23124E,13,1.342,6.907
1135.51354N,12229.23124E,13,1.361,6.892
1135.51354N,12229.23124E,13,1.376,6.882
1135.51354N,12229.23124E,13,1.39,6.871
1135.51354N,12229.23124E,13,1.397,6.855
1135.51354N,12229.23124E,13,1.399,6.849
1135.51354N,12229.23124E,13,1.399,6.843
1135.51354N,12229.23124E,13,1.404,6.832
1135.51354N,12229.23124E,13,1.412,6.818
1135.51354N,12229.23124E,13,1.432,6.802
1135.51354N,12229.23124E,13,1.46,6.792
1135.51354N,12229.23124E,13,1.492,6.771
1135.51354N,12229.23124E,13,1.528,6.755
1135.51354N,12229.23124E,13,1.555,6.738
1135.51354N,12229.23124E,13,1.555,6.738
1135.51354N,12229.23124E,13,1.579,6.715
1135.51354N,12229.23124E,13,1.599,6.684
1135.51354N,12229.23124E,13,1.612,6.666
1135.51354N,12229.23124E,13,1.629,6.649
1135.51354N,12229.23124E,13,1.644,6.636
1135.51354N,12229.23124E,13,1.665,6.625
1135.51354N,12229.23124E,13,1.692,6.606
1135.51354N,12229.23124E,13,1.725,6.587
1135.51354N,12229.23124E,13,1.76,6.572
1135.51354N,12229.23124E,13,1.798,6.559
1135.51354N,12229.23124E,13,1.834,6.547
1135.51354N,12229.23124E,13,1.869,6.529
1135.51354N,12229.23124E,13,1.893,6.507
1135.51354N,12229.23124E,13,1.909,6.49
1135.51354N,12229.23124E,13,1.921,6.48
1135.51354N,12229.23124E,13,1.928,6.456
1135.51354N,12229.23124E,13,1.934,6.444
1135.51354N,12229.23124E,13,1.945,6.427
1135.51354N,12229.23124E,13,1.961,6.416
1135.51354N,12229.23124E,13,1.981,6.407
1135.51354N,12229.23124E,13,2.006,6.392
1135.51354N,12229.23124E,13,2.029,6.379
1135.51354N,12229.23124E,13,2.051,6.366
1135.51354N,12229.23124E,13,2.071,6.35
1135.51354N,12229.23124E,13,2.086,6.334
1135.51354N,12229.23124E,13,2.105,6.317
1135.51354N,12229.23124E,13,2.125,6.303
1135.51354N,12229.23124E,13,2.147,6.289
1135.51354N,12229.23124E,13,2.164,6.272
1135.51354N,12229.23124E,13,2.184,6.257
1135.51354N,12229.23124E,13,2.207,6.244
1135.51354N,12229.23124E,13,2.231,6.226
1135.51354N,12229.23124E,13,2.257,6.209
1135.51354N,12229.23124E,13,2.279,6.192
1135.51354N,12229.23124E,13,2.304,6.18
1135.51354N,12229.23124E,13,2.322,6.168
1135.51354N,12229.23124E,13,2.348,6.154
1135.51354N,12229.23124E,13,2.371,6.143
1135.51354N,12229.23124E,13,2.393,6.127
1135.51354N,12229.23124E,13,2.413,6.119
1135.51354N,12229.23124E,13,2.426,6.111
1135.51354N,12229.23124E,13,2.439,6.1
1135.51354N,12229.23124E,13,2.452,6.094
1135.51354N,12229.23124E,13,2.464,6.083
1135.51354N,12229.23124E,13,2.477,6.075
1135.51354N,12229.23124E,13,2.489,6.071
1135.51354N,12229.23124E,13,2.501,6.067
1135.51354N,12229.23124E,13,2.514,6.057
1135.51354N,12229.23124E,13,2.531,6.051
1135.51354N,12229.23124E,13,2.553,6.046
1135.51354N,12229.23124E,13,2.576,6.036
1135.51354N,12229.23124E,13,2.597,6.03
1135.51354N,12229.23124E,13,2.625,6.027
1135.51354N,12229.23124E,13,2.649,6.016
1135.51354N,12229.23124E,13,2.674,6.001
1135.51354N,12229.23124E,13,2.701,5.993
1135.51354N,12229.23124E,13,2.701,5.993
1135.51354N,12229.23124E,13,2.721,5.988
1135.51354N,12229.23124E,13,2.742,5.986
1135.51354N,12229.23124E,13,2.764,5.977
1135.51354N,12229.23124E,13,2.788,5.967
1135.51354N,12229.23124E,13,2.813,5.961
1135.51354N,12229.23124E,13,2.837,5.952
1135.51354N,12229.23124E,13,2.851,5.949
1135.51354N,12229.23124E,13,2.862,5.945
1135.51354N,12229.23124E,13,2.866,5.942
1135.51354N,12229.23124E,13,2.867,5.935
1135.51354N,12229.23124E,13,2.868,5.933
1135.51354N,12229.23124E,13,2.871,5.928
1135.51354N,12229.23124E,13,2.878,5.929
1135.51354N,12229.23124E,13,2.887,5.926
1135.51354N,12229.23124E,13,2.904,5.93
1135.51354N,12229.23124E,13,2.924,5.929
1135.51354N,12229.23124E,13,2.95,5.928
1135.51354N,12229.23124E,13,2.976,5.929
1135.51354N,12229.23124E,13,3.004,5.934
1135.51354N,12229.23124E,13,3.032,5.936
1135.51354N,12229.23124E,13,3.058,5.937
1135.51354N,12229.23124E,13,3.082,5.939
1135.51354N,12229.23124E,13,3.106,5.945
1135.51354N,12229.23124E,13,3.128,5.946
1135.51354N,12229.23124E,13,3.147,5.947
1135.51354N,12229.23124E,13,3.166,5.947
1135.51354N,12229.23124E,13,3.185,5.954
1135.51354N,12229.23124E,13,3.208,5.954
1135.51354N,12229.23124E,13,3.228,5.958
1135.51354N,12229.23124E,13,3.251,5.956
1135.51354N,12229.23124E,13,3.27,5.953
1135.51354N,12229.23124E,13,3.288,5.965
1135.51354N,12229.23124E,13,3.305,5.97
1135.51354N,12229.23124E,13,3.32,5.97
1135.51354N,12229.23124E,13,3.337,5.972
1135.51354N,12229.23124E,13,3.355,5.971
1135.51354N,12229.23124E,13,3.376,5.976
1135.51354N,12229.23124E,13,3.4,5.976
1135.51354N,12229.23124E,13,3.424,5.97
1135.51354N,12229.23124E,13,3.447,5.979
1135.51354N,12229.23124E,13,3.469,5.983
1135.51354N,12229.23124E,13,3.487,5.982
1135.51354N,12229.23124E,13,3.505,5.985
1135.51354N,12229.23124E,13,3.521,5.985
1135.51354N,12229.23124E,13,3.535,5.984
1135.51354N,12229.23124E,13,3.547,5.985
1135.51354N,12229.23124E,13,3.561,5.985
1135.51354N,12229.23124E,13,3.573,5.989
1135.51354N,12229.23124E,13,3.591,5.994
1135.51354N,12229.23124E,13,3.61,6.002
1135.51354N,12229.23124E,13,3.631,6.004
1135.51354N,12229.23124E,13,3.656,6.007
1135.51354N,12229.23124E,13,3.679,6.011
1135.51354N,12229.23124E,13,3.695,6.016
1135.51354N,12229.23124E,13,3.708,6.024
1135.51354N,12229.23124E,13,3.72,6.024
1135.51354N,12229.23124E,13,3.72,6.024
1135.51354N,12229.23124E,13,3.735,6.029
1135.51354N,12229.23124E,13,3.753,6.034
1135.51354N,12229.23124E,13,3.775,6.037
1135.51354N,12229.23124E,13,3.801,6.045
1135.51354N,12229.23124E,13,3.823,6.054
1135.51354N,12229.23124E,13,3.845,6.061
1135.51354N,12229.23124E,13,3.867,6.064
1135.51354N,12229.23124E,13,3.889,6.071
1135.51354N,12229.23124E,13,3.912,6.081
1135.51354N,12229.23124E,13,3.935,6.081
1135.51354N,12229.23124E,13,3.955,6.094
1135.51354N,12229.23124E,13,3.974,6.1
1135.51354N,12229.23124E,13,3.991,6.104
1135.51354N,12229.23124E,13,4.01,6.107
1135.51354N,12229.23124E,13,4.027,6.115
1135.51354N,12229.23124E,13,4.045,6.121
1135.51354N,12229.23124E,13,4.061,6.13
1135.51354N,12229.23124E,13,4.084,6.134
1135.51354N,12229.23124E,13,4.111,6.141
1135.51354N,12229.23124E,13,4.139,6.145
1135.51354N,12229.23124E,13,4.165,6.15
1135.51354N,12229.23124E,13,4.188,6.157
1135.51354N,12229.23124E,13,4.212,6.165
1135.51354N,12229.23124E,13,4.232,6.17
1135.51354N,12229.23124E,13,4.251,6.182
1135.51354N,12229.23124E,13,4.271,6.181
1135.51354N,12229.23124E,13,4.294,6.185
1135.51354N,12229.23124E,13,4.312,6.196
1135.51354N,12229.23124E,13,4.329,6.195
1135.51354N,12229.23124E,13,4.343,6.195
1135.51354N,12229.23124E,13,4.357,6.197
1135.51354N,12229.23124E,13,4.375,6.197
1135.51354N,12229.23124E,13,4.392,6.204
1135.51354N,12229.23124E,13,4.408,6.208
1135.51354N,12229.23124E,13,4.425,6.209
1135.51354N,12229.23124E,13,4.438,6.211
1135.51354N,12229.23124E,13,4.453,6.211
1135.51354N,12229.23124E,13,4.471,6.215
1135.51354N,12229.23124E,13,4.492,6.217
1135.51354N,12229.23124E,13,4.512,6.209
1135.51354N,12229.23124E,13,4.534,6.206
1135.51354N,12229.23124E,13,4.563,6.211
1135.51354N,12229.23124E,13,4.59,6.209
1135.51354N,12229.23124E,13,4.619,6.212
1135.51354N,12229.23124E,13,4.648,6.212
1135.51354N,12229.23124E,13,4.675,6.213
1135.51354N,12229.23124E,13,4.698,6.217
1135.51354N,12229.23124E,13,4.717,6.217
1135.51354N,12229.23124E,13,4.732,6.218
1135.51354N,12229.23124E,13,4.747,6.225
1135.51354N,12229.23124E,13,4.76,6.224
1135.51354N,12229.23124E,13,4.776,6.231
1135.51354N,12229.23124E,13,4.797,6.233
1135.51354N,12229.23124E,13,4.822,6.23
1135.51354N,12229.23124E,13,4.853,6.221
1135.51354N,12229.23124E,13,4.886,6.219
1135.51354N,12229.23124E,13,4.886,6.219
1135.51354N,12229.23124E,13,4.92,6.227
1135.51354N,12229.23124E,13,4.951,6.23
1135.51354N,12229.23124E,13,4.981,6.227
1135.51354N,12229.23124E,13,5.01,6.235
1135.51354N,12229.23124E,13,5.041,6.242
1135.51354N,12229.23124E,13,5.066,6.251
1135.51354N,12229.23124E,13,5.085,6.259
1135.51354N,12229.23124E,13,5.102,6.271
1135.51354N,12229.23124E,13,5.11,6.271
1135.51354N,12229.23124E,13,5.115,6.281
1135.51354N,12229.23124E,13,5.119,6.284
1135.51354N,12229.23124E,13,5.119,6.289
1135.51354N,12229.23124E,13,5.119,6.295
1135.51354N,12229.23124E,13,5.122,6.296
1135.51354N,12229.23124E,13,5.125,6.289
1135.51354N,12229.23124E,13,5.13,6.299
1135.51354N,12229.23124E,13,5.147,6.309
1135.51354N,12229.23124E,13,5.161,6.311
1135.51354N,12229.23124E,13,5.184,6.319
1135.51354N,12229.23124E,13,5.205,6.32
1135.51354N,12229.23124E,13,5.224,6.322
1135.51354N,12229.23124E,13,5.244,6.326
1135.51354N,12229.23124E,13,5.26,6.325
1135.51354N,12229.23124E,13,5.276,6.322
1135.51354N,12229.23124E,13,5.295,6.328
1135.51354N,12229.23124E,13,5.315,6.33
1135.51354N,12229.23124E,13,5.337,6.335
1135.51354N,12229.23124E,13,5.36,6.331
1135.51354N,12229.23124E,13,5.38,6.334
1135.51354N,12229.23124E,13,5.398,6.341
1135.51354N,12229.23124E,13,5.412,6.339
1135.51354N,12229.23124E,13,5.429,6.335
1135.51354N,12229.23124E,13,5.446,6.341
1135.51354N,12229.23124E,13,5.467,6.342
1135.51354N,12229.23124E,13,5.492,6.348
1135.51354N,12229.23124E,13,5.523,6.346
1135.51354N,12229.23124E,13,5.554,6.341
1135.51354N,12229.23124E,13,5.583,6.342
1135.51354N,12229.23124E,13,5.607,6.338
1135.51354N,12229.23124E,13,5.625,6.344
1135.51354N,12229.23124E,13,5.641,6.343
1135.51354N,12229.23124E,13,5.653,6.342
1135.51354N,12229.23124E,13,5.668,6.341
1135.51354N,12229.23124E,13,5.68,6.342
1135.51354N,12229.23124E,13,5.694,6.347
1135.51354N,12229.23124E,13,5.714,6.352
1135.51354N,12229.23124E,13,5.737,6.35
1135.51354N,12229.23124E,13,5.764,6.351
1135.51354N,12229.23124E,13,5.795,6.343
1135.51354N,12229.23124E,13,5.824,6.348
1135.51354N,12229.23124E,13,5.853,6.35
1135.51354N,12229.23124E,13,5.88,6.345
1135.51354N,12229.23124E,13,5.911,6.346
1135.51354N,12229.23124E,13,5.948,6.346
1135.51354N,12229.23124E,13,5.987,6.349
1135.51354N,12229.23124E,13,6.021,6.35
1135.51354N,12229.23124E,13,6.053,6.348
1135.51354N,12229.23124E,13,6.053,6.348
1135.51354N,12229.23124E,13,6.078,6.35
1135.51354N,12229.23124E,13,6.096,6.356
1135.51354N,12229.23124E,13,6.109,6.354
1135.51354N,12229.23124E,13,6.123,6.356
1135.51354N,12229.23124E,13,6.136,6.353
1135.51354N,12229.23124E,13,6.157,6.353
1135.51354N,12229.23124E,13,6.18,6.349
1135.51354N,12229.23124E,13,6.213,6.346
1135.51354N,12229.23124E,13,6.242,6.34
1135.51354N,12229.23124E,13,6.272,6.342
1135.51354N,12229.23124E,13,6.3,6.344
1135.51354N,12229.23124E,13,6.324,6.34
1135.51354N,12229.23124E,13,6.343,6.34
1135.51354N,12229.23124E,13,6.361,6.336
1135.51354N,12229.23124E,13,6.374,6.334
1135.51354N,12229.23124E,13,6.392,6.336
1135.51354N,12229.23124E,13,6.415,6.338
1135.51354N,12229.23124E,13,6.445,6.336
1135.51354N,12229.23124E,13,6.474,6.337
1135.51354N,12229.23124E,13,6.504,6.335
1135.51354N,12229.23124E,13,6.53,6.336
1135.51354N,12229.23124E,13,6.557,6.336
1135.51354N,12229.23124E,13,6.587,6.337
1135.51354N,12229.23124E,13,6.617,6.338
1135.51354N,12229.23124E,13,6.647,6.341
1135.51354N,12229.23124E,13,6.674,6.336
1135.51354N,12229.23124E,13,6.699,6.334
1135.51354N,12229.23124E,13,6.718,6.329
1135.51354N,12229.23124E,13,6.735,6.328
1135.51354N,12229.23124E,13,6.75,6.33
1135.51354N,12229.23124E,13,6.764,6.329
1135.51354N,12229.23124E,13,6.774,6.33
1135.51354N,12229.23124E,13,6.782,6.33
1135.51354N,12229.23124E,13,6.79,6.326
1135.51354N,12229.23124E,13,6.798,6.328
1135.51354N,12229.23124E,13,6.81,6.327
1135.51354N,12229.23124E,13,6.823,6.325
1135.51354N,12229.23124E,13,6.842,6.328
1135.51354N,12229.23124E,13,6.863,6.33
1135.51354N,12229.23124E,13,6.888,6.329
