Latitude,Longitude,Comment,G&G-DO
1134.73264,12229.35746,1,5.81
1134.73264,12229.35746,1,5.809
1134.73264,12229.35746,1,5.814
1134.73264,12229.35746,1,5.813
1134.73264,12229.35746,1,5.812
1134.73264,12229.35746,1,5.802
1134.73264,12229.35746,1,5.8
1134.73264,12229.35746,1,5.806
1134.73264,12229.35746,1,5.814
1134.73264,12229.35746,1,5.82
1134.73264,12229.35746,1,5.825
1134.73264,12229.35746,1,5.831
1134.73264,12229.35746,1,5.838
1134.73264,12229.35746,1,5.844
1134.73264,12229.35746,1,5.846
1134.73264,12229.35746,1,5.847
1134.73264,12229.35746,1,5.845
1134.73264,12229.35746,1,5.84
1134.73264,12229.35746,1,5.835
1134.73264,12229.35746,1,5.836
1134.73264,12229.35746,1,5.838
1134.73264,12229.35746,1,5.841
1134.73264,12229.35746,1,5.841
1134.73264,12229.35746,1,5.843
1134.73264,12229.35746,1,5.845
1134.73264,12229.35746,1,5.848
1134.73264,12229.35746,1,5.856
1134.73264,12229.35746,1,5.861
1134.73264,12229.35746,1,5.858
1134.73264,12229.35746,1,5.853
1134.73264,12229.35746,1,5.852
1134.73264,12229.35746,1,5.857
1134.73264,12229.35746,1,5.861
1134.73264,12229.35746,1,5.864
1134.73264,12229.35746,1,5.866
1134.73264,12229.35746,1,5.866
1134.73264,12229.35746,1,5.869
1134.73264,12229.35746,1,5.872
1134.73264,12229.35746,1,5.879
1134.73264,12229.35746,1,5.879
1134.73264,12229.35746,1,5.882
1134.73264,12229.35746,1,5.89
1134.73264,12229.35746,1,5.894
1134.73264,12229.35746,1,5.895
1134.73264,12229.35746,1,5.903
1134.73264,12229.35746,1,5.903
1134.73264,12229.35746,1,5.907
1134.73264,12229.35746,1,5.905
1134.73264,12229.35746,1,5.903
1134.73264,12229.35746,1,5.91
1134.73264,12229.35746,1,5.913
1134.73264,12229.35746,1,5.91
1134.73264,12229.35746,1,5.91
1134.73264,12229.35746,1,5.91
1134.73264,12229.35746,1,5.911
1134.73264,12229.35746,1,5.914
1134.73264,12229.35746,1,5.916
1134.73264,12229.35746,1,5.919
1134.73264,12229.35746,1,5.919
1134.73264,12229.35746,1,5.917
1134.73264,12229.35746,1,5.921
1134.73264,12229.35746,1,5.923
1134.73264,12229.35746,1,5.926
1134.73264,12229.35746,1,5.93
1134.73264,12229.35746,1,5.926
1134.73264,12229.35746,1,5.937
1134.73264,12229.35746,1,5.94
1134.73264,12229.35746,1,5.944
1134.73264,12229.35746,1,5.947
1134.73264,12229.35746,1,5.945
1134.73264,12229.35746,1,5.952
1134.73264,12229.35746,1,5.958
1134.73264,12229.35746,1,5.957
1134.73264,12229.35746,1,5.96
1134.73264,12229.35746,1,5.957
1134.73264,12229.35746,1,5.958
1134.73264,12229.35746,1,5.955
1134.73264,12229.35746,1,5.961
1134.73264,12229.35746,1,5.964
1134.73264,12229.35746,1,5.963
1134.73264,12229.35746,1,5.962
1134.73264,12229.35746,1,5.962
1134.73264,12229.35746,1,5.964
1134.73264,12229.35746,1,5.96
1134.73264,12229.35746,1,5.968
1134.73264,12229.35746,1,5.973
1134.73264,12229.35746,1,5.974
1134.73264,12229.35746,1,5.967
1134.73264,12229.35746,1,5.965
1134.73264,12229.35746,1,5.966
1134.73264,12229.35746,1,5.964
1134.73264,12229.35746,1,5.967
1134.73264,12229.35746,1,5.971
1134.73264,12229.35746,1,5.974
1134.73264,12229.35746,1,5.974
1134.73264,12229.35746,1,5.971
1134.73264,12229.35746,1,5.972
1134.73264,12229.35746,1,5.972
1134.73264,12229.35746,1,5.968
1134.73264,12229.35746,1,5.972
1134.73264,12229.35746,1,5.971
1134.73264,12229.35746,1,5.971
1134.73264,12229.35746,1,5.973
1134.73264,12229.35746,1,5.973
1134.73264,12229.35746,1,5.969
1134.73264,12229.35746,1,5.97
1134.73264,12229.35746,1,5.976
1134.73264,12229.35746,1,5.972
1134.73264,12229.35746,1,5.967
1134.73264,12229.35746,1,5.969
1134.73264,12229.35746,1,5.972
1134.73264,12229.35746,1,5.971
1134.73264,12229.35746,1,5.973
1134.73264,12229.35746,1,5.969
1134.73264,12229.35746,1,5.969
1134.73264,12229.35746,1,5.971
1134.73264,12229.35746,1,5.969
1134.73264,12229.35746,1,5.975
1134.73264,12229.35746,1,5.969
1134.73264,12229.35746,1,5.972
1134.73264,12229.35746,1,5.973
1134.73264,12229.35746,1,5.971
1134.73264,12229.35746,1,5.967
1134.73264,12229.35746,1,5.968
1134.73264,12229.35746,1,5.971
1134.73264,12229.35746,1,5.971
1134.73264,12229.35746,1,5.971
1134.73264,12229.35746,1,5.973
1134.73264,12229.35746,1,5.972
1134.73264,12229.35746,1,5.973
1134.73264,12229.35746,1,5.97
1134.73264,12229.35746,1,5.963
1134.73264,12229.35746,1,5.962
1134.73264,12229.35746,1,5.96
1134.73264,12229.35746,1,5.961
1134.73264,12229.35746,1,5.965
1134.73264,12229.35746,1,5.965
1134.73264,12229.35746,1,5.965
1134.73264,12229.35746,1,5.963
1134.73264,12229.35746,1,5.965
1134.73264,12229.35746,1,5.962
1134.73264,12229.35746,1,5.962
1134.73264,12229.35746,1,5.957
1134.73264,12229.35746,1,5.962
1134.73264,12229.35746,1,5.964
1134.73264,12229.35746,1,5.965
1134.73264,12229.35746,1,5.965
1134.73264,12229.35746,1,5.963
1134.73264,12229.35746,1,5.959
1134.73264,12229.35746,1,5.956
1134.73264,12229.35746,1,5.959
1134.73264,12229.35746,1,5.958
1134.73264,12229.35746,1,5.958
1134.73264,12229.35746,1,5.957
1134.73264,12229.35746,1,5.958
1134.73264,12229.35746,1,5.957
1134.73264,12229.35746,1,5.957
1134.73264,12229.35746,1,5.956
1134.73264,12229.35746,1,5.949
1134.73264,12229.35746,1,5.955
1134.73264,12229.35746,1,5.956
1134.73264,12229.35746,1,5.956
1134.73264,12229.35746,1,5.956
1134.73264,12229.35746,1,5.954
1134.73264,12229.35746,1,5.947
1134.73264,12229.35746,1,5.949
1134.73264,12229.35746,1,5.949
1134.73264,12229.35746,1,5.947
1134.73264,12229.35746,1,5.947
1134.73264,12229.35746,1,5.946
1134.73264,12229.35746,1,5.945
1134.73264,12229.35746,1,5.945
1134.73264,12229.35746,1,5.942
1134.73264,12229.35746,1,5.947
1134.73264,12229.35746,1,5.948
1134.73264,12229.35746,1,5.942
1134.73264,12229.35746,1,5.94
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.945
1134.73264,12229.35746,1,5.943
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.943
1134.73264,12229.35746,1,5.943
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.937
1134.73264,12229.35746,1,5.938
1134.73264,12229.35746,1,5.937
1134.73264,12229.35746,1,5.943
1134.73264,12229.35746,1,5.945
1134.73264,12229.35746,1,5.945
1134.73264,12229.35746,1,5.94
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.944
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.94
1134.73264,12229.35746,1,5.943
1134.73264,12229.35746,1,5.943
1134.73264,12229.35746,1,5.946
1134.73264,12229.35746,1,5.943
1134.73264,12229.35746,1,5.944
1134.73264,12229.35746,1,5.94
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.945
1134.73264,12229.35746,1,5.944
1134.73264,12229.35746,1,5.946
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.939
1134.73264,12229.35746,1,5.942
1134.73264,12229.35746,1,5.938
1134.73264,12229.35746,1,5.939
1134.73264,12229.35746,1,5.938
1134.73264,12229.35746,1,5.94
1134.73264,12229.35746,1,5.938
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.94
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.941
1134.73264,12229.35746,1,5.937
1134.73264,12229.35746,1,5.937
1134.73264,12229.35746,1,5.93
1134.73264,12229.35746,1,5.934
1134.73264,12229.35746,1,5.94
1134.73264,12229.35746,1,5.939
1134.73264,12229.35746,1,5.938
1134.73264,12229.35746,1,5.935
1134.73264,12229.35746,1,5.934
1134.73264,12229.35746,1,5.939
1134.73264,12229.35746,1,5.94
1134.73264,12229.35746,1,5.939
1134.73264,12229.35746,1,5.935
1134.73264,12229.35746,1,5.934
1134.73264,12229.35746,1,5.933
1134.73264,12229.35746,1,5.932
1134.73264,12229.35746,1,5.933
1134.73264,12229.35746,1,5.931
1134.73264,12229.35746,1,5.929
1134.73264,12229.35746,1,5.93
1134.73264,12229.35746,1,5.928
1134.73264,12229.35746,1,5.93
1134.73264,12229.35746,1,5.933
1134.73264,12229.35746,1,5.934
1134.73264,12229.35746,1,5.933
1134.73264,12229.35746,1,5.929
1134.73264,12229.35746,1,5.928
1134.73264,12229.35746,1,5.936
1134.73264,12229.35746,1,5.932
1134.73264,12229.35746,1,5.935
1134.73264,12229.35746,1,5.933
1134.73264,12229.35746,1,5.929
1134.73264,12229.35746,1,5.929
1134.73264,12229.35746,1,5.932
1134.73264,12229.35746,1,5.936
1134.73264,12229.35746,1,5.938
1134.73264,12229.35746,1,5.934
1134.73264,12229.35746,1,5.933
1134.73264,12229.35746,1,5.933
1134.73264,12229.35746,1,5.93
1134.73264,12229.35746,1,5.932
1134.73264,12229.35746,1,5.93
1134.73264,12229.35746,1,5.929
1133.98622,12229.26987,2,5.129
1133.98622,12229.26987,2,5.126
1133.98622,12229.26987,2,5.126
1133.98622,12229.26987,2,5.13
1133.98622,12229.26987,2,5.128
1133.98622,12229.26987,2,5.128
1133.98622,12229.26987,2,5.133
1133.98622,12229.26987,2,5.129
1133.98622,12229.26987,2,5.129
1133.98622,12229.26987,2,5.129
1133.98622,12229.26987,2,5.129
1133.98622,12229.26987,2,5.129
1133.98622,12229.26987,2,5.129
1133.98622,12229.26987,2,5.129
1133.98622,12229.26987,2,5.128
1133.98622,12229.26987,2,5.13
1133.98622,12229.26987,2,5.128
1133.98622,12229.26987,2,5.13
1133.98622,12229.26987,2,5.133
1133.98622,12229.26987,2,5.13
1133.98622,12229.26987,2,5.13
1133.98622,12229.26987,2,5.127
1133.98622,12229.26987,2,5.128
1133.98622,12229.26987,2,5.133
1133.98622,12229.26987,2,5.128
1133.98622,12229.26987,2,5.126
1133.98622,12229.26987,2,5.127
1133.98622,12229.26987,2,5.125
1133.98622,12229.26987,2,5.126
1133.98622,12229.26987,2,5.127
1133.98622,12229.26987,2,5.127
1133.98622,12229.26987,2,5.124
1133.98622,12229.26987,2,5.124
1133.98622,12229.26987,2,5.124
1133.98622,12229.26987,2,5.125
1133.98622,12229.26987,2,5.126
1133.98622,12229.26987,2,5.126
1133.98622,12229.26987,2,5.123
1133.98622,12229.26987,2,5.116
1133.98622,12229.26987,2,5.116
1133.98622,12229.26987,2,5.113
1133.98622,12229.26987,2,5.111
1133.98622,12229.26987,2,5.107
1133.98622,12229.26987,2,5.104
1133.98622,12229.26987,2,5.105
1133.98622,12229.26987,2,5.109
1133.98622,12229.26987,2,5.103
1133.98622,12229.26987,2,5.104
1133.98622,12229.26987,2,5.104
1133.98622,12229.26987,2,5.102
1133.98622,12229.26987,2,5.101
1133.98622,12229.26987,2,5.097
